timestamp,temple_id,day_of_week,month,festival,holiday,weather,temperature,rainfall,entry_count,exit_count,current_crowd,queue_length,active_counters,average_service_time,darshan_type,staff_count,security_count,zone_id,zone_capacity,waiting_time,crowd_density,risk_level
2025-01-01 04:00:00,TEMPLE-002,2,1,0,0,Cloudy,26.5,0.0,696,860,1991,491,4,2.9,Special Darshan,27,22,main_entrance,3000,14.2,0.133,Low
2025-01-01 04:10:00,TEMPLE-001,2,1,0,0,Cloudy,26.1,0.0,913,860,2707,729,4,2.1,Special Darshan,20,13,prasadam_area,2000,15.3,0.271,Low
2025-01-01 04:20:00,TEMPLE-002,2,1,0,0,Cloudy,27.8,0.0,793,814,2178,496,5,3.6,General Darshan,29,15,parking_lot,5000,14.3,0.087,Low
2025-01-01 04:30:00,TEMPLE-002,2,1,0,0,Clear,21.8,0.0,850,680,2446,597,4,2.7,Children / Family,23,18,parking_lot,5000,16.1,0.098,Low
2025-01-01 04:40:00,TEMPLE-002,2,1,0,0,Cloudy,33.8,0.0,704,729,2074,520,4,3.4,Senior Citizen,35,19,main_entrance,3000,17.7,0.138,Low
2025-01-01 04:50:00,TEMPLE-001,2,1,0,0,Clear,27.4,0.0,782,817,2198,525,5,3.3,General Darshan,32,11,parking_lot,5000,13.9,0.088,Low
2025-01-01 05:00:00,TEMPLE-001,2,1,0,0,Sunny,29.8,0.0,861,850,2350,613,3,3.1,General Darshan,24,15,darshan_hall,2500,25.3,0.188,Low
2025-01-01 05:10:00,TEMPLE-002,2,1,0,0,Cloudy,22.6,0.0,942,674,2517,666,4,2.3,Children / Family,24,16,parking_lot,5000,15.3,0.101,Low
2025-01-01 05:20:00,TEMPLE-003,2,1,0,0,Clear,29.7,0.0,775,719,2060,436,5,3.5,VIP,35,21,main_entrance,3000,12.2,0.137,Low
2025-01-01 05:30:00,TEMPLE-002,2,1,0,0,Cloudy,28.2,0.0,653,703,1843,363,5,4.0,General Darshan,23,10,main_entrance,3000,11.6,0.123,Low
2025-01-01 05:40:00,TEMPLE-002,2,1,0,0,Sunny,25.3,0.0,860,823,2591,699,4,3.6,Special Darshan,27,17,exit_gates,2000,25.2,0.259,Low
2025-01-01 05:50:00,TEMPLE-001,2,1,0,0,Clear,29.7,0.0,850,694,2317,646,3,2.7,Senior Citizen,24,23,main_entrance,3000,23.3,0.154,Low
2025-01-01 06:00:00,TEMPLE-002,2,1,0,0,Cloudy,30.0,0.0,696,759,1840,377,5,4.0,VIP,27,16,prasadam_area,2000,12.1,0.184,Low
2025-01-01 06:10:00,TEMPLE-003,2,1,0,0,Cloudy,27.4,0.0,826,830,2212,481,5,2.7,Divyang,28,16,exit_gates,2000,10.4,0.221,Low
2025-01-01 06:20:00,TEMPLE-002,2,1,0,0,Cloudy,23.1,0.0,883,721,2416,659,3,2.8,Special Darshan,29,15,prasadam_area,2000,24.6,0.242,Low
2025-01-01 06:30:00,TEMPLE-001,2,1,0,0,Cloudy,25.9,0.0,770,768,2053,481,4,4.3,Children / Family,25,12,queue_area,4500,20.7,0.091,Low
2025-01-01 06:40:00,TEMPLE-001,2,1,0,0,Sunny,20.4,0.0,827,633,2307,595,3,4.3,General Darshan,33,10,exit_gates,2000,34.1,0.231,Low
2025-01-01 06:50:00,TEMPLE-003,2,1,0,0,Sunny,32.3,0.0,699,768,1791,392,5,3.9,General Darshan,27,18,main_entrance,3000,12.2,0.119,Low
2025-01-01 07:00:00,TEMPLE-003,2,1,0,0,Cloudy,33.5,0.0,1248,1028,3691,839,8,3.7,Senior Citizen,32,18,queue_area,4500,15.5,0.164,Moderate
2025-01-01 07:10:00,TEMPLE-002,2,1,0,0,Sunny,23.4,0.0,1087,1164,2850,656,7,4.4,Senior Citizen,32,20,exit_gates,2000,16.5,0.285,Low
2025-01-01 07:20:00,TEMPLE-003,2,1,0,0,Clear,22.1,0.0,1241,1036,3363,845,6,2.3,General Darshan,35,16,exit_gates,2000,13.0,0.336,Moderate
2025-01-01 07:30:00,TEMPLE-002,2,1,0,0,Sunny,28.1,0.0,1260,996,3665,929,6,4.4,Children / Family,26,18,darshan_hall,2500,27.3,0.293,Moderate
2025-01-01 07:40:00,TEMPLE-003,2,1,0,0,Cloudy,25.8,0.0,1071,1136,2845,695,6,4.2,Special Darshan,24,17,exit_gates,2000,19.5,0.284,Low
2025-01-01 07:50:00,TEMPLE-003,2,1,0,0,Sunny,31.4,0.0,1124,1070,3203,721,8,4.1,General Darshan,35,24,main_entrance,3000,14.8,0.214,Low
2025-01-01 08:00:00,TEMPLE-003,2,1,0,0,Sunny,27.9,0.0,1000,1082,2930,777,4,2.5,Children / Family,34,15,prasadam_area,2000,19.4,0.293,Low
2025-01-01 08:10:00,TEMPLE-003,2,1,0,0,Cloudy,21.3,0.0,1123,1038,3031,684,7,2.2,Special Darshan,22,11,parking_lot,5000,8.6,0.121,Low
2025-01-01 08:20:00,TEMPLE-003,2,1,0,0,Clear,31.4,0.0,1230,962,3414,775,8,2.8,General Darshan,23,10,queue_area,4500,10.8,0.152,Low
2025-01-01 08:30:00,TEMPLE-003,2,1,0,0,Sunny,23.1,0.0,1012,1140,2946,731,5,3.7,VIP,32,24,queue_area,4500,21.6,0.131,Low
2025-01-01 08:40:00,TEMPLE-001,2,1,0,0,Cloudy,26.9,0.0,1208,1002,3196,686,8,4.3,Senior Citizen,26,11,darshan_hall,2500,14.7,0.256,Low
2025-01-01 08:50:00,TEMPLE-002,2,1,0,0,Clear,23.3,0.0,1093,1044,2940,770,4,2.1,General Darshan,23,24,queue_area,4500,16.2,0.131,Low
2025-01-01 09:00:00,TEMPLE-002,2,1,0,0,Cloudy,20.6,0.0,1027,1157,2813,737,4,3.2,VIP,21,18,queue_area,4500,23.6,0.125,Low
2025-01-01 09:10:00,TEMPLE-001,2,1,0,0,Sunny,30.1,0.0,1138,1062,3247,763,7,3.8,Senior Citizen,29,22,parking_lot,5000,16.6,0.13,Low
2025-01-01 09:20:00,TEMPLE-003,2,1,0,0,Clear,22.0,0.0,1163,982,3281,751,7,4.4,VIP,34,11,queue_area,4500,18.9,0.146,Low
2025-01-01 09:30:00,TEMPLE-001,2,1,0,0,Cloudy,30.0,0.0,1097,1117,3033,655,8,4.4,General Darshan,21,15,prasadam_area,2000,14.4,0.303,Low
2025-01-01 09:40:00,TEMPLE-003,2,1,0,0,Clear,30.7,0.0,1056,1120,3072,808,4,3.8,Children / Family,22,12,queue_area,4500,30.7,0.137,Moderate
2025-01-01 09:50:00,TEMPLE-001,2,1,0,0,Cloudy,20.6,0.0,1169,957,3114,654,8,3.0,General Darshan,20,13,exit_gates,2000,9.8,0.311,Low
2025-01-01 10:00:00,TEMPLE-001,2,1,0,0,Cloudy,21.7,0.0,1062,973,2863,649,6,4.1,Divyang,33,23,exit_gates,2000,17.7,0.286,Low
2025-01-01 10:10:00,TEMPLE-002,2,1,0,0,Sunny,20.6,0.0,1081,1136,3028,665,7,4.3,VIP,25,16,darshan_hall,2500,16.3,0.242,Low
2025-01-01 10:20:00,TEMPLE-002,2,1,0,0,Sunny,23.2,0.0,1193,1016,3498,836,7,3.3,Senior Citizen,30,12,main_entrance,3000,15.8,0.233,Moderate
2025-01-01 10:30:00,TEMPLE-002,2,1,0,0,Sunny,21.7,0.0,1024,956,3007,622,8,4.0,Special Darshan,26,12,parking_lot,5000,12.4,0.12,Low
2025-01-01 10:40:00,TEMPLE-002,2,1,0,0,Sunny,24.3,0.0,1115,946,3230,847,5,2.6,VIP,20,14,main_entrance,3000,17.6,0.215,Moderate
2025-01-01 10:50:00,TEMPLE-002,2,1,0,0,Cloudy,21.4,0.0,1226,1138,3379,763,8,3.3,VIP,31,11,exit_gates,2000,12.6,0.338,Low
2025-01-01 11:00:00,TEMPLE-002,2,1,0,0,Clear,23.2,0.0,1020,1008,2842,730,5,2.4,Divyang,25,13,parking_lot,5000,14.0,0.114,Low
2025-01-01 11:10:00,TEMPLE-002,2,1,0,0,Cloudy,23.1,0.0,1078,984,2990,748,5,3.6,Children / Family,24,18,parking_lot,5000,21.5,0.12,Low
2025-01-01 11:20:00,TEMPLE-002,2,1,0,0,Sunny,24.7,0.0,1082,1043,3041,643,8,3.9,Senior Citizen,28,10,prasadam_area,2000,12.5,0.304,Low
2025-01-01 11:30:00,TEMPLE-002,2,1,0,0,Cloudy,21.7,0.0,1126,1030,3259,773,7,2.7,Divyang,24,13,prasadam_area,2000,11.9,0.326,Low
2025-01-01 11:40:00,TEMPLE-001,2,1,0,0,Sunny,21.5,0.0,993,981,2757,581,8,2.9,General Darshan,20,11,parking_lot,5000,8.4,0.11,Low
2025-01-01 11:50:00,TEMPLE-001,2,1,0,0,Sunny,21.8,0.0,1145,1131,3192,884,4,2.3,Divyang,27,23,exit_gates,2000,20.3,0.319,Moderate
2025-01-01 12:00:00,TEMPLE-002,2,1,0,0,Clear,23.6,0.0,702,685,2154,495,5,2.1,Children / Family,27,17,exit_gates,2000,8.3,0.215,Low
2025-01-01 12:10:00,TEMPLE-002,2,1,0,0,Sunny,31.8,0.0,765,710,2213,593,3,2.9,Special Darshan,27,18,darshan_hall,2500,22.9,0.177,Low
2025-01-01 12:20:00,TEMPLE-002,2,1,0,0,Sunny,20.1,0.0,652,809,1717,381,4,2.3,Divyang,28,15,prasadam_area,2000,8.8,0.172,Low
2025-01-01 12:30:00,TEMPLE-001,2,1,0,0,Cloudy,25.9,0.0,751,701,2262,497,5,3.2,General Darshan,25,22,main_entrance,3000,12.7,0.151,Low
2025-01-01 12:40:00,TEMPLE-001,2,1,0,0,Sunny,33.2,0.0,792,668,2277,538,5,2.2,Senior Citizen,25,13,queue_area,4500,9.5,0.101,Low
2025-01-01 12:50:00,TEMPLE-001,2,1,0,0,Cloudy,25.0,0.0,936,816,2661,634,5,2.8,VIP,35,22,queue_area,4500,14.2,0.118,Low
2025-01-01 13:00:00,TEMPLE-003,2,1,0,0,Sunny,22.9,0.0,848,652,2533,600,5,3.3,General Darshan,22,23,parking_lot,5000,15.8,0.101,Low
2025-01-01 13:10:00,TEMPLE-002,2,1,0,0,Sunny,29.6,0.0,686,771,2038,476,4,4.1,General Darshan,27,19,darshan_hall,2500,19.5,0.163,Low
2025-01-01 13:20:00,TEMPLE-001,2,1,0,0,Cloudy,23.8,0.0,797,801,2358,625,3,3.3,General Darshan,22,19,exit_gates,2000,27.5,0.236,Low
2025-01-01 13:30:00,TEMPLE-003,2,1,0,0,Cloudy,23.1,0.0,819,723,2296,552,5,3.2,Senior Citizen,27,12,queue_area,4500,14.1,0.102,Low
2025-01-01 13:40:00,TEMPLE-002,2,1,0,0,Sunny,25.7,0.0,764,712,2173,511,4,3.2,Children / Family,35,19,parking_lot,5000,16.4,0.087,Low
2025-01-01 13:50:00,TEMPLE-003,2,1,0,0,Cloudy,33.4,0.0,720,643,2022,503,3,3.9,Divyang,27,21,exit_gates,2000,26.2,0.202,Low
2025-01-01 14:00:00,TEMPLE-003,2,1,0,0,Clear,31.0,0.0,918,842,2624,742,3,2.7,Senior Citizen,20,12,main_entrance,3000,26.7,0.175,Low
2025-01-01 14:10:00,TEMPLE-001,2,1,0,0,Clear,29.8,0.0,760,785,2100,541,3,4.3,Children / Family,24,17,darshan_hall,2500,31.0,0.168,Low
2025-01-01 14:20:00,TEMPLE-003,2,1,0,0,Cloudy,31.2,0.0,895,741,2639,720,3,2.1,Special Darshan,20,16,exit_gates,2000,20.2,0.264,Low
2025-01-01 14:30:00,TEMPLE-003,2,1,0,0,Clear,26.6,0.0,772,700,2307,513,5,3.6,Special Darshan,29,23,parking_lot,5000,14.8,0.092,Low
2025-01-01 14:40:00,TEMPLE-002,2,1,0,0,Sunny,21.8,0.0,901,779,2430,579,5,3.3,Senior Citizen,28,25,parking_lot,5000,15.3,0.097,Low
2025-01-01 14:50:00,TEMPLE-002,2,1,0,0,Cloudy,20.6,0.0,821,635,2218,528,4,4.1,VIP,24,23,prasadam_area,2000,21.6,0.222,Low
2025-01-01 15:00:00,TEMPLE-003,2,1,0,0,Cloudy,30.4,0.0,784,862,1995,509,3,2.1,Children / Family,35,23,exit_gates,2000,14.3,0.2,Low
2025-01-01 15:10:00,TEMPLE-002,2,1,0,0,Clear,33.6,0.0,683,727,2040,527,3,3.7,Divyang,26,23,prasadam_area,2000,26.0,0.204,Low
2025-01-01 15:20:00,TEMPLE-001,2,1,0,0,Cloudy,27.9,0.0,858,846,2368,550,5,2.4,Children / Family,20,20,prasadam_area,2000,10.6,0.237,Low
2025-01-01 15:30:00,TEMPLE-003,2,1,0,0,Sunny,23.7,0.0,680,732,1908,492,3,3.4,Senior Citizen,21,18,main_entrance,3000,22.3,0.127,Low
2025-01-01 15:40:00,TEMPLE-001,2,1,0,0,Clear,27.8,0.0,902,738,2425,672,3,4.3,Divyang,23,18,prasadam_area,2000,38.5,0.242,Low
2025-01-01 15:50:00,TEMPLE-003,2,1,0,0,Cloudy,33.9,0.0,695,812,1747,398,4,3.0,Special Darshan,27,25,parking_lot,5000,11.9,0.07,Low
2025-01-01 16:00:00,TEMPLE-001,2,1,0,0,Sunny,32.6,0.0,1160,1129,3387,918,4,3.7,Divyang,30,11,prasadam_area,2000,34.0,0.339,Moderate
2025-01-01 16:10:00,TEMPLE-003,2,1,0,0,Cloudy,21.1,0.0,1161,1109,3355,903,5,4.4,Children / Family,35,22,darshan_hall,2500,31.8,0.268,Moderate
2025-01-01 16:20:00,TEMPLE-002,2,1,0,0,Cloudy,31.9,0.0,1219,1009,3537,972,4,3.1,Children / Family,20,14,exit_gates,2000,30.1,0.354,Moderate
2025-01-01 16:30:00,TEMPLE-002,2,1,0,0,Sunny,21.6,0.0,1260,1169,3434,952,4,2.7,Divyang,33,12,darshan_hall,2500,25.7,0.275,Moderate
2025-01-01 16:40:00,TEMPLE-001,2,1,0,0,Cloudy,24.9,0.0,1248,1103,3390,913,5,3.8,VIP,25,18,parking_lot,5000,27.8,0.136,Moderate
2025-01-01 16:50:00,TEMPLE-002,2,1,0,0,Cloudy,27.4,0.0,997,1142,2975,804,4,4.2,Special Darshan,25,10,queue_area,4500,33.8,0.132,Moderate
2025-01-01 17:00:00,TEMPLE-001,2,1,0,0,Clear,26.8,0.0,998,1106,2772,706,4,2.2,VIP,34,22,parking_lot,5000,15.5,0.111,Low
2025-01-01 17:10:00,TEMPLE-003,2,1,0,0,Sunny,24.2,0.0,985,963,2605,554,7,3.8,General Darshan,26,12,exit_gates,2000,12.0,0.261,Low
2025-01-01 17:20:00,TEMPLE-001,2,1,0,0,Clear,21.0,0.0,1003,948,2997,780,5,3.7,Senior Citizen,31,14,darshan_hall,2500,23.1,0.24,Low
2025-01-01 17:30:00,TEMPLE-001,2,1,0,0,Clear,20.1,0.0,1058,988,2950,654,7,2.0,VIP,24,15,parking_lot,5000,7.5,0.118,Low
2025-01-01 17:40:00,TEMPLE-003,2,1,0,0,Cloudy,25.5,0.0,1257,936,3616,907,7,3.0,VIP,35,17,main_entrance,3000,15.5,0.241,Moderate
2025-01-01 17:50:00,TEMPLE-001,2,1,0,0,Cloudy,25.1,0.0,1208,987,3531,958,5,3.6,Senior Citizen,20,23,main_entrance,3000,27.6,0.235,Moderate
2025-01-01 18:00:00,TEMPLE-001,2,1,0,0,Sunny,24.3,0.0,1258,1023,3714,919,6,2.4,Senior Citizen,20,16,darshan_hall,2500,14.7,0.297,Moderate
2025-01-01 18:10:00,TEMPLE-001,2,1,0,0,Clear,33.4,0.0,1025,985,2820,765,4,3.9,Divyang,21,24,darshan_hall,2500,29.8,0.226,Low
2025-01-01 18:20:00,TEMPLE-003,2,1,0,0,Sunny,21.5,0.0,1154,1023,3041,730,6,4.3,Children / Family,30,20,exit_gates,2000,20.9,0.304,Low
2025-01-01 18:30:00,TEMPLE-003,2,1,0,0,Cloudy,30.1,0.0,1224,1040,3472,802,7,4.1,VIP,22,15,darshan_hall,2500,18.8,0.278,Moderate
2025-01-01 18:40:00,TEMPLE-002,2,1,0,0,Sunny,22.5,0.0,1240,974,3558,875,6,4.4,Special Darshan,23,13,prasadam_area,2000,25.7,0.356,Moderate
2025-01-01 18:50:00,TEMPLE-003,2,1,0,0,Clear,22.2,0.0,1070,1140,3034,811,4,2.8,VIP,28,17,main_entrance,3000,22.7,0.202,Moderate
2025-01-01 19:00:00,TEMPLE-001,2,1,0,0,Clear,25.5,0.0,1264,1010,3576,974,5,3.9,Senior Citizen,32,16,parking_lot,5000,30.4,0.143,Moderate
2025-01-01 19:10:00,TEMPLE-001,2,1,0,0,Cloudy,26.6,0.0,1083,1095,2994,775,5,3.2,Divyang,34,14,main_entrance,3000,19.8,0.2,Low
2025-01-01 19:20:00,TEMPLE-001,2,1,0,0,Sunny,29.9,0.0,1015,1131,2775,629,6,3.0,VIP,31,10,parking_lot,5000,12.6,0.111,Low
2025-01-01 19:30:00,TEMPLE-003,2,1,0,0,Cloudy,23.4,0.0,984,1133,2747,741,4,4.1,Special Darshan,29,16,parking_lot,5000,30.4,0.11,Low
2025-01-01 19:40:00,TEMPLE-002,2,1,0,0,Cloudy,26.5,0.0,1170,1085,3361,734,8,2.2,Special Darshan,30,13,exit_gates,2000,8.1,0.336,Low
2025-01-01 19:50:00,TEMPLE-001,2,1,0,0,Cloudy,23.1,0.0,1045,1142,2898,753,4,2.3,Divyang,24,20,darshan_hall,2500,17.3,0.232,Low
2025-01-01 20:00:00,TEMPLE-001,2,1,0,0,Clear,27.3,0.0,1164,1120,3209,740,7,3.4,Senior Citizen,26,17,prasadam_area,2000,14.4,0.321,Low
2025-01-01 20:10:00,TEMPLE-002,2,1,0,0,Cloudy,31.6,0.0,1196,1162,3498,956,4,3.4,Divyang,25,19,exit_gates,2000,32.5,0.35,Moderate
2025-01-01 20:20:00,TEMPLE-003,2,1,0,0,Clear,27.1,0.0,997,996,2803,601,7,3.7,VIP,21,18,darshan_hall,2500,12.7,0.224,Low
2025-01-01 20:30:00,TEMPLE-003,2,1,0,0,Sunny,32.4,0.0,1218,1127,3544,891,6,2.3,Children / Family,21,21,queue_area,4500,13.7,0.158,Moderate
2025-01-01 20:40:00,TEMPLE-002,2,1,0,0,Clear,27.8,0.0,1040,1085,3109,687,8,2.9,VIP,32,17,darshan_hall,2500,10.0,0.249,Low
2025-01-01 20:50:00,TEMPLE-001,2,1,0,0,Clear,33.6,0.0,1108,945,3097,727,6,4.4,Senior Citizen,31,19,main_entrance,3000,21.3,0.206,Low
2025-01-01 21:00:00,TEMPLE-002,2,1,0,0,Sunny,30.5,0.0,868,654,2233,500,5,2.3,Special Darshan,22,14,main_entrance,3000,9.2,0.149,Low
2025-01-01 21:10:00,TEMPLE-003,2,1,0,0,Sunny,26.3,0.0,793,645,2204,591,3,2.2,VIP,21,25,queue_area,4500,17.3,0.098,Low
2025-01-01 21:20:00,TEMPLE-003,2,1,0,0,Cloudy,30.9,0.0,877,869,2279,593,4,3.3,VIP,29,16,parking_lot,5000,19.6,0.091,Low
